gene,value
TMEM147,11.42
HAUS5,6.29
RBM42,12.05
ETV2,5.66
COX6B1,13.59
UPK1A,5.08
ZBTB32,7.6
KMT2B,7.26
PROSER3,10.1
ARHGAP33,6.77
KIRREL2,4.8
APLP1,8.88
HCST,5.93
SDHAF1,4.0
LOC101927572; AC002116.7; CLIP3,7.42
WDR62,10.44
OVOL3,4.32
TBCB,12.64
CAPNS1,15.6
ZNF146,13.93
ZNF529-AS1,8.03
ZNF382,12.65
ZNF567,11.27
LOC728485; CTD-2162K18.4,7.84
ZNF345,7.54
ZNF568,11.76
ZNF383,10.69
ZNF527,6.65
ZNF570,10.4
SIPA1L3,11.44
KCNK6,9.13
CATSPERG,6.69
PSMD8,13.93
SPRED3,5.83
FAM98C,6.43
RYR1,7.43
EIF3K,14.85
ACTN4,15.87
LGALS7B,8.65
NFKBIB,5.19
MRPS12,7.52
PAPL,5.71
PAK4,11.56
NCCRP1,7.13
IFNL2,4.61
IFNL1,6.21
SAMD4B,13.76
MED29,9.72
ZFP36,7.84
PLEKHG2,6.01
SUPT5H,13.36
DLL3,5.18
SELV,4.58
LGALS13,3.79
LGALS16,5.57
LGALS14,4.18
LEUTX,5.75
PSMC4,12.54
ZNF546,8.95
MAP3K10,5.59
PLD3,10.76
SPTBN4,6.98
SHKBP1,9.22
LTBP4,5.75
LTBP4,8.78
ITPKC,5.96
ITPKC,6.49
SNRPA,13.32
CYP2B6,3.54
CYP2A13,4.69
CYP2S1,12.24
AXL,13.31
CCDC97,10.99
ERICH4,6.57
CEACAM3,6.43
DMRTC2,6.92
RPS19,14.73
CD79A,8.18
ZNF574,8.9
ZNF526,10.64
CIC,7.29
PRR19,4.55
TMEM145,6.8
MEGF8,8.12
PRG1,5.06
CD177,5.73
TEX101,5.76
ZNF575,5.26
PINLYP,4.9
IRGC,4.22
ZNF283,13.35
ZNF221,9.9
ZNF230,9.71
ZNF224,11.66
ZNF234,10.25
ZNF227,11.51
ZNF233,6.57
IGSF23,5.41
CEACAM16,5.49
BCL3; MIR8085,9.33
CBLC,4.25
BCAM,7.32
PVRL2,11.18
TOMM40,11.61
CLPTM1,12.36
RELB,7.53
CLASRP,7.23
KLC3,7.46
CD3EAP,10.19
FOSB,7.17
PPM1N,6.21
VASP,12.13
EML2-AS1,10.65
GIPR,3.51
QPCTL,7.13
BHMG1,5.49
FOXA3,5.13
CCDC61,7.56
IGFL2,5.56
IGFL1,6.81
HIF3A,5.55
PPP5C,14.06
CALM3,13.89
FKRP,5.76
ARHGAP35,13.18
NPAS1,4.89
SAE1,15.66
CCDC9,8.16
INAFM1,4.87
C5AR2,4.86
DHX34,6.27
GLTSCR1,7.39
EHD2,15.58
GLTSCR2; SNORD23,8.56
SEPW1,8.82
ZNF114,9.56
ELSPBP1,5.29
C19orf68,4.85
CTC-453G23.8; CARD8; nekera,7.35
SYNGR4,5.69
GRIN2D,4.57
SULT2B1,7.72
SPACA4,6.87
SPHK2,9.05
FUT2,4.21
FGF21,5.17
PPP1R15A,9.98
NUCB1,12.04
DHDH,4.12
BAX,13.31
FTL,16.2
RUVBL2,12.68
CGB2,6.01
CGB5; CGB8,6.3
SNRNP70,12.93
LIN7B,6.12
PPFIA3,4.5
TRPM4,7.25
CD37,7.33
DKKL1,5.76
CCDC155,4.44
GFY,4.76
RPS11; SNORD35B,14.89
FCGRT,5.74
RCN3,7.53
PRRG2,5.71
PRR12,9.03
SCAF1,6.88
BCL2L12,9.8
AP2A1,8.28
MED25; MIR6800,7.01
PTOV1; MIR4749,9.27
AKT1S1,8.41
TBC1D17; MIR4750,9.26
ATF5; MIR4751,9.61
SIGLEC16,7.46
ZNF473,10.02
MYH14,5.31
MYBPC2,4.43
C19orf81,4.15
CLEC11A,4.08
GPR32,5.3
ACPT,6.73
MGC45922; CTD-2568A17.5,5.86
KLK3,8.57
KLK2,6.56
SIGLEC9,5.84
SIGLEC7,6.23
CD33,6.35
SIGLECL1,5.0
IGLON5,4.44
LOC100129083; CTD-2616J11.2,7.03
CEACAM18,5.16
ZNF175,9.81
SPACA6,5.03
FPR2,5.62
FPR3,5.74
PPP2R1A,13.26
ZNF766; MIR643,11.58
ZNF480,13.16
ZNF610,7.84
ZNF880,12.04
ZNF528,11.17
ZNF534,11.57
ZNF578,7.66
ERVV-1,5.16
ERVV-2,4.62
VN1R2,4.72
ZNF525,9.29
ZNF845,12.46
ZNF765,8.66
ZNF761; TPM3P9,12.78
ZNF813,9.83
ZNF331,9.41
DPRX,5.08
MYADM,15.42
PRKCG,5.22
CACNG7,5.89
CACNG8; MIR935,7.8
CACNG6,6.1
PRPF31,11.58
CNOT3,9.36
TSEN34,6.73
RPS9,13.81
LILRA5,6.72
TTYH1,9.69
LENG8,12.39
LAIR2,9.62
KIR3DX1,5.19
KIR2DS5; KIR3DL2; KIR2DL1; KIR3DL3; KIR3DL1; KIR2DS4; KIR2DL3; KIR3DS1; KIR2DS2; KIR2DP1; KIR3DP1,5.27
KIR2DL4,8.85
FCAR,3.78
NCR1,6.57
NLRP2,4.21
EPS8L1,4.95
PPP1R12C,5.21
PPP6R1,5.52
PPP6R1,9.5
BRSK1,4.56
KMT5C,6.08
TMEM190,6.63
RPL28; MIR6805,17.05
ZNF628,6.49
NAT14,8.01
SSC5D,7.17
ZNF524,5.02
ZNF865,5.11
U2AF2,13.03
U2AF2,8.13
EPN1,10.55
RFPL4A,6.26
RFPL4AL1,5.69
NLRP4,3.74
NLRP8,4.99
NLRP5,5.37
ZNF444,9.86
GALP,7.26
ZNF471,4.87
ZFP28,5.55
ZNF470,8.81
ZNF71,7.48
SMIM17,6.66
USP29,3.98
ZNF264,12.25
AURKC,4.58
ZNF805,8.78
ZNF460,13.26
ZNF543,9.4
ZNF304,8.88
ZNF549,7.24
ZIK1,9.36
ZNF530,10.08
ZNF134,12.91
ZSCAN4,4.12
ZSCAN1,5.85
ZNF135,6.94
ZNF274,8.29
ZSCAN22; MIR6806,8.86
RPS5,14.28
RNF225,7.47
ZNF584,11.58
ZNF324B,6.77
TRIM28,12.21
PLPP2,10.54
MIER2,7.33
MIER2,5.29
THEG,4.71
C2CD4C,6.06
SHC2,7.31
ODF3L2,4.68
POLRMT,7.07
RNF126,6.96
PRSS57,6.55
PLPPR3,4.46
MED16,10.38
R3HDM4,7.02
TMEM259,10.97
POLR2E,13.09
SBNO2,10.51
CBARP,6.26
GAMT,8.25
RPS15,4.38
PCSK4,7.53
ADAMTSL5,7.92
MEX3D,6.16
TCF3,10.96
ATP8B3,8.25
REXO1; MIR1909,10.42
KLF16,8.52
ABHD17A,7.11
CSNK1G2-AS1,7.3
BTBD2,11.76
MKNK2,7.14
MOB3A,10.1
AP3D1,10.99
PLEKHJ1; MIR6789,8.22
C19orf35,5.34
LINGO3,4.72
LSM7,7.99
LMNB2,5.76
GNG7,6.39
GNG7,4.86
GNG7,9.09
SGTA,10.86
ZNF77,6.97
TLE2,4.14
AES,11.7
SMIM24,6.31
DOHH,5.39
FZR1,6.01
TBXA2R,5.95
CACTIN,9.32
PIP5K1C,8.61
PIP5K1C,5.35
APBA3,7.76
RAX2,6.9
MATK,5.11
ZFR2,3.5
DAPK3; MIR637,10.37
EEF2; SNORD37,15.5
ZBTB7A,10.08
MAP2K2,11.65
SIRT6,4.62
TMIGD2,7.21
STAP2,6.89
SH3GL1,10.3
UBXN6,7.14
PLIN4,4.47
SEMA6B,8.7
MYDGF,8.58
DPP9,12.31
TICAM1,5.34
PLIN3,11.42
ARRDC5,4.05
PTPRS,11.37
SAFB2,11.52
C19orf70,8.24
LONP1,8.83
LONP1,6.5
FUT6,7.54
FUT3,4.82
RANBP3,12.76
MLLT1,7.96
ACER1,5.12
PSPN,5.93
GTF2F1,10.49
KHSRP; MIR3940,11.06
SLC25A41,5.9
SLC25A23,8.56
DENND1C,7.04
TUBB4A,12.02
CD70,6.57
TNFSF14,5.86
C3,14.39
GPR108; MIR6791,12.28
SH2D3A,5.25
MBD3L2; CTB-25J19.1,5.71
MBD3L4,4.75
MBD3L3,4.98
INSR,6.26
PEX11G,7.32
XAB2,6.5
PCP2,6.45
FCER2,6.65
CLEC4G,7.25
CD209,5.41
PRR36,5.86
CTXN1,8.37
TIMM44,7.16
FBN3,5.5
FBN3; mumari,4.96
KANK3,6.5
PRAM1,5.06
ZNF414,7.04
MYO1F,4.55
ADAMTS10,6.36
ACTL9,4.26
ZNF558,9.06
MUC16,4.42
OR7G2,3.56
OR7G1,4.72
OR7G3,5.07
OR7D4,6.73
ZNF699,8.76
ZNF266,9.64
ZNF560,10.65
ZNF426,10.33
ZNF121,12.71
ZNF561,10.57
ZNF562,11.79
ZNF812P,6.51
FBXL12,7.82
OLFM2,6.0
COL5A3,5.66
ANGPTL6,5.14
EIF3G,12.17
ICAM3,5.39
TYK2,8.65
CDC37; MIR1181,11.13
KEAP1,8.27
S1PR5,5.31
KRI1,10.17
CDKN2D,7.93
AP1M2,5.26
TMED1,8.51
YIPF2,6.29
SPC24,10.76
KANK2,7.73
DOCK6,8.14
CCDC151,4.83
ELOF1,8.87
ACP5,6.3
ZNF627,5.84
ZNF823,10.73
ZNF563,6.96
DHPS,10.53
FBXW9,5.1
TNPO2,12.04
C19orf43,11.02
PRDX2,11.61
DNASE2,10.63
KLF1,6.03
SYCE2,6.53
FARSA,13.15
GADD45GIP1,7.78
LYL1,5.41
TRMT1,11.88
STX10,8.92
C19orf57,5.52
PODNL1,5.73
RFX1,7.82
PALM3,5.11
C19orf67,6.71
SAMD1,7.84
PRKACA,10.79
ASF1B,10.09
ADGRL1,6.4
DDX39A,11.84
PTGER1,7.57
GIPC1,8.14
DNAJB1,12.31
NDUFB7,7.96
ADGRE3,4.58
ADGRE2,3.9
OR7A5,5.37
OR7C1,4.69
OR7A10,4.85
OR7A17,5.79
SLC1A6,5.89
ILVBL,6.41
NOTCH3,5.51
EPHX3,5.33
BRD4,13.6
AKAP8,9.84
AKAP8L,12.7
WIZ,10.05
RASAL3,7.47
PGLYRP2,6.37
OR10H1,4.47
LOC102724279; AC004791.2; nimure,7.3
CYP4F2,6.74
CYP4F11,4.86
CIB3,6.31
EPS15L1,5.94
CPAMD8,6.14
HAUS8,8.45
MYO9B,6.63
ABHD8,7.1
ANO8,7.71
GTPBP3,6.72
PLVAP,3.97
BST2,5.16
UNC13A,4.65
FCHO1,4.49
INSL3,7.04
JAK3,8.24
IL12RB1,3.44
RAB3A,5.75
KIAA1683,7.6
JUND,7.39
LSM4,12.35
LRRC25,4.79
ISYNA1,8.96
ELL,7.47
FKBP8,9.23
CRLF1,4.99
COMP,8.01
CERS1; GDF1,7.52
SUGP2,9.83
TMEM161A,8.33
BORCS8; MEF2B; MEF2BNB-MEF2B,9.62
NR2C2AP,8.2
SUGP1,8.82
TSSK6,3.93
PBX4,7.36
LPAR2,7.02
GMIP,5.56
ATP13A1,11.79
ZNF14,4.92
ZNF506,5.23
ZNF682,8.45
ZNF100,13.57
ZNF43,12.15
ZNF208,12.55
ZNF676,8.68
ZNF99,6.71
ZNF724P,12.5
ZNF681,11.71
UQCRFS1,13.18
C19orf12,9.33
TSHZ3,7.14
ANKRD27,10.19
SLC7A9,5.58
CEP89,12.24
RHPN2,11.35
SLC7A10,5.57
CEBPA,4.74
PEPD,12.28
SCGB2B2,5.14
ZNF599,8.13
ZNF792,6.94
HPN-AS1,9.09
LGI4,4.59
FAM187B,3.63
KRTDAP,5.16
DMKN,6.87
SBSN,4.95
TMEM147-AS1,4.84
ATP4A,7.48
UPK1A-AS1,5.45
HSPB6,6.08
PRODH2,5.18
NPHS1,4.06
NFKBID,6.58
TYROBP,8.06
CLIP3,5.23
THAP8,6.01
POLR2I,8.84
COX7A1,7.23
ZNF565,6.93
ZFP14,8.52
ZFP82,9.95
ZNF566,9.09
ZNF260,12.93
ZNF529,7.96
ZNF461,11.8
ZNF850,13.36
ZNF790,10.71
ZNF829,9.94
HKR1,6.31
ZNF569,7.97
ZNF571,9.82
ZNF573,7.54
LOC100631378; AC016582.2; LOC728853,4.81
WDR87,4.94
DPF1,6.22
PPP1R14A,8.79
YIF1B,13.31
GGN,7.34
RASGRP4,5.85
MAP4K1,3.75
CAPN12,5.03
LGALS7; LGALS7B,5.73
LGALS4,5.18
RINL,7.23
SIRT2,11.23
CCER2,12.01
SYCN,5.32
IFNL3,6.74
IFNL4,4.08
GMFG,5.76
PAF1,11.25
RPS16,16.11
EID2B,5.83
EID2,8.79
CLC,6.46
DYRK1B,7.74
FBL,13.98
FCGBP,5.59
TTC9B,3.41
CNTD2,7.28
AKT2,11.78
C19orf47,9.34
HIPK4,4.51
PRX,7.52
SERTAD1,7.14
SERTAD3,7.29
BLVRB,10.6
NUMBL,8.18
ADCK4,6.65
C19orf54,7.62
TGFB1,12.66
B9D2,7.37
EXOSC5,9.23
B3GNT8,5.75
ATP5SL,12.73
CEACAM4,6.0
CEACAM7,4.02
LYPD4,5.71
RABAC1,12.43
ATP1A3,6.18
GRIK5,7.37
POU2F2,5.57
DEDD2,7.61
PAFAH1B3,12.44
CNFN,7.58
LIPE,4.76
CXCL17,6.98
CEACAM1,11.16
PSG1,9.66
PSG11,8.8
PSG5,12.9
PSG4,12.1
LYPD3,5.77
PHLDB3,5.65
ETHE1,9.31
ZNF428,6.73
CADM4,8.91
PLAUR,9.47
SMG9,10.31
KCNN4,9.89
ZNF45,8.68
ZNF235,9.34
ZNF180,7.16
CEACAM20,4.94
NKPD1,4.87
TRAPPC6A,10.39
EXOC3L2,5.71
CKM,4.33
PPP1R13L,8.31
ERCC1,10.82
RTN2,7.78
EML2; MIR330,5.78
SNRPD2,11.38
FBXO46,9.43
SIX5,6.48
RSPH6A,6.28
SYMPK,14.01
IRF2BP1,8.24
MYPOP,5.32
NANOS2,5.04
PGLYRP1,6.81
IGFL4,8.03
IGFL3,4.29
CCDC8,6.16
PNMAL1,4.41
PPP5D1,10.95
PNMAL2,6.75
PTGIR,8.87
GNG8,4.48
DACT3,6.44
PRKD2,7.0
STRN4,8.96
SLC1A5,11.53
AP2S1,11.32
TMEM160,10.29
ZC3H4,10.59
BBC3; MIR3191,4.96
MEIS3,7.58
SLC8A2,6.83
KPTN,6.62
NAPA,11.71
ZNF541,4.82
TPRX1,5.02
SULT2A1,5.38
BSPH1,4.18
CABP5,6.42
PLA2G4C,6.74
LIG1,6.26
CARD8,9.95
CCDC114,6.8
TMEM143,5.28
KDELR1,14.3
LMTK3,5.21
DBP,10.19
CA11,7.2
NTN5,4.29
MAMSTR,6.12
RASIP1,5.32
IZUMO1,4.61
FUT1,5.92
BCAT2,11.09
HSD17B14,5.76
PLEKHA4,5.05
TULP2,6.62
NUCB1,5.97
GYS1,10.93
LHB,9.2
KCNA7,4.51
C19orf73,5.87
HRC,6.84
SLC6A16,8.32
PTH2,6.72
SLC17A7,5.31
PIH1D1,7.59
NOSIP,9.86
RRAS,11.06
IRF3,5.42
TSKS,5.67
VRK3,12.73
IZUMO2,6.46
KCNC3,5.68
NAPSA,4.82
FAM71E1,6.9
JOSD2,8.73
ASPDH,6.17
LRRC4B,4.41
C19orf48; SNORD88B; SNORD88C,7.96
KLK1,4.77
KLK15,11.21
KLK4,5.68
KLK5,4.37
KLK6,4.91
KLK7,6.61
KLK10,5.25
KLK11,5.46
KLK12,6.83
KLK13,5.41
KLK14,6.7
CTU1,7.35
VSIG10L,6.52
NKG7,7.56
LIM2,3.7
C19orf84,10.3
SIGLEC10,7.12
SIGLEC8,3.86
SIGLEC12,5.38
SIGLEC6,6.02
SIGLEC14; SIGLEC5,4.36
HAS1,4.45
FPR1,6.59
ZNF350,11.0
ZNF615,7.99
ZNF614,10.68
ZNF83,9.43
ZNF611,13.52
ZNF888,9.08
ZNF160,8.6
ZNF160,16.13
ZNF415,7.9
ZNF665,6.82
ZNF677,6.12
VN1R4,4.93
BIRC8,3.88
NLRP12,5.02
AC008753.6; MYADM,5.65
MYADM,12.12
VSTM1,4.02
TARM1,9.62
OSCAR,7.0
TFPT,9.8
LENG1,7.37
TMC4,6.85
MBOAT7,11.53
RPS9,3.55
LILRB5,4.5
LAIR1,5.3
LENG9,4.28
CDC42EP5,5.57
NLRP7,3.71
PPP1R12C,8.06
TNNT1,7.92
SYT5,4.77
PTPRH,7.89
HSPBP1,8.94
TMEM150B,5.12
IL11,7.25
TMEM238,7.48
UBE2S,9.96
UBE2S,6.25
SHISA7,4.71
ISOC2,10.64
SBK2,7.02
SBK3,6.61
ZNF579,10.67
FIZ1,5.26
ZNF784,4.52
NLRP9,5.44
NLRP11,6.13
NLRP13,4.65
ZNF787,9.28
ZSCAN5B,5.37
ZSCAN5A,7.05
ZNF582,7.86
ZNF667,5.51
ZNF835,6.16
ZNF835,4.13
PEG3; ZIM2,7.41
ZIM3,4.38
DUXA,4.51
ZNF550,10.64
ZNF416,8.54
ZNF154,6.45
ZNF671,6.42
ZNF552,10.2
ZNF418,11.55
ZNF256,10.49
C19orf18,6.28
ZNF606,9.6
ZSCAN18,6.64
ZNF329,8.04
ZNF274,4.78
ZNF497; A1BG,4.71
ZNF837,4.86
ZNF132,9.3
ZBTB45,8.33
ZBTB45,6.35
CHMP2A,12.14
UBE2M,12.91
MZF1,6.16
STK11,10.39
EFNA2,5.71
OAZ1,13.78
SPPL2B,8.57
VMAC,6.13
CAPS,6.59
ARHGEF18,11.27
C19orf45,7.77
ZNF358,8.16
MCOLN1,11.25
PNPLA6,12.42
PET100,9.6
STXBP2,6.2
MCEMP1,6.92
TRAPPC5,9.97
CCDC159,5.7
CCDC159,4.12
ZNF627,6.12
ZNF627,8.03
ZNF700,10.04
ZNF763,7.46
CCDC130,4.46
CCDC130,9.23
MRI1,5.63
C19orf53,12.88
RLN3,7.44
IL27RA,6.62
CYP4F8,4.96
CYP4F3,6.98
CYP4F12,5.94
RAB8A,15.09
HSH2D,5.31
BABAM1,11.76
ANKLE1,6.11
NDUFA13,8.17
YJEFN3,8.25
ZNF493,8.54
ZNF429,10.47
ZNF429,7.24
ZNF730,10.99
RPSAP58; RPSA,11.74
ZNF536,5.33
ZNF536,4.33
TDRD12,4.77
TDRD12,4.67
GPI,11.73
PDCD2L,10.51
FXYD1,5.68
FXYD7,7.29
PSENEN,13.64
LIN37,9.33
LRFN3,4.48
LRFN3,6.22
ZNF420,9.69
HKR1,7.67
HKR1,9.62
HKR1,10.02
ZNF793,9.16
ZNF540; ZNF571-AS1,6.5
SPINT2,4.4
C19orf33,7.78
TIMM50,13.44
TIMM50,8.82
LGALS17A,5.92
RAB4B; MIA-RAB4B; RAB4B-EGLN2,7.82
MIA; RAB4B; MIA-RAB4B,6.44
EGLN2,11.21
CYP2F1,3.99
HNRNPUL1,14.7
CEACAM21,5.56
CEACAM5,8.73
CEACAM6,8.31
TMEM91,6.56
BCKDHA,7.94
ARHGEF1,3.91
ARHGEF1,6.82
ZNF576,6.97
SRRM5,5.34
ZNF155,8.63
ZNF222,12.27
ZNF223,9.94
ZNF284,9.26
ZNF225,8.22
ZNF226,9.7
PVR,13.36
CEACAM19,7.02
APOE,12.72
APOC1,6.2
APOC4,10.19
APOC2,7.37
APOC4-APOC2; APOC2,8.0
GEMIN7,9.24
PPP1R37,6.67
MARK4,10.81
BLOC1S3,10.13
C5AR1,7.94
C5AR1,4.76
CRX,6.36
EMP3,15.41
GRWD1,13.19
KCNJ14,5.18
CYTH2,11.41
ALDH16A1,5.68
FLT3LG,7.21
RPL13A; SNORD35A; SNORD34; SNORD33; SNORD32A,16.19
PRMT1,14.35
ADM5; CPT1C,6.56
NR1H2,7.0
NR1H2,10.11
POLD1,6.46
SPIB,6.46
EMC10,12.75
ZNF613,10.47
ZNF808; RPL39P34,11.47
ZNF701; ZNF137P,13.3
NDUFA3,14.43
NDUFA3,6.51
LILRA2,6.24
LILRA1,4.29
LILRB1,5.36
LILRB4,4.72
LILRB4,6.06
ZNF580; ZNF581,6.25
CCDC106,9.87
ZNF582-AS1,7.97
ZNF583,9.35
ZNF547; TRAPPC2B; TRAPPC2,8.85
ZNF548,10.45
ZNF17,10.56
ZNF749,7.79
ZNF419,9.55
ZNF773,9.09
ZNF211,9.4
ZNF551,9.43
ZNF776,12.59
ZNF586,8.42
ZNF587B,10.15
ZNF587,11.53
ZNF544,7.34
ZNF8,10.66
ZNF324,6.39
ZNF446,6.13
C19orf25,10.56
MBD3,8.88
UQCR11,9.89
JSRP1,6.65
JSRP1,4.04
TIMM13,10.66
LMNB2; MIR7108,10.45
DIRAS1,6.99
SLC39A3,9.76
MFSD12,5.92
MFSD12,7.39
PLIN5,7.41
LRG1,6.1
PRR22,5.57
DUS3L,7.59
FUT5,5.97
NDUFA11,10.85
RFX2,6.07
RFX2,6.13
ELAVL1,13.83
CD320,9.61
NDUFA7,10.29
ZNF846,7.34
ZNF846,5.6
DNMT1,9.83
S1PR2,5.45
ZGLP1,5.4
FDX1L,9.08
RAVER1,9.78
RAB3D,9.89
TMEM205,8.18
EPOR,7.0
RGL3,6.06
ELAVL3,4.4
ZNF653,6.46
ECSIT,7.49
ZNF433,7.75
ZNF878,6.2
ZNF20,7.66
ZNF625,8.54
ZNF625-ZNF20; ZNF625,7.84
ZNF44,4.26
ZNF44,9.81
ZNF442,7.79
ZNF799,9.56
ZNF443,9.35
ZNF709,6.6
ZNF564,9.13
ZNF490,10.68
MAN2B1,8.77
WDR83OS,10.4
HOOK2,6.24
RTBDN,4.89
CACNA1A,12.61
CACNA1A,7.72
CALR3,5.87
CHERP,8.27
SLC35E1,11.7
SMIM7; MED26,14.31
NR2F6,8.89
USHBP1,7.52
TMEM221,7.86
NXNL1,5.56
PDE4C,4.83
PDE4C,5.1
COPE,13.21
HOMER3,9.1
HAPLN4,5.4
TM6SF2,6.73
LINC00663,5.82
ZNF506,10.27
ZNF737,12.04
ZNF626,12.82
ZNF708,13.15
ZNF98,12.32
ZNF98,5.55
ZNF728,9.71
ZNF91,6.09
ZNF91,11.84
ZNF91,12.54
ZNF675,13.39
IGFLR1,5.6
U2AF1L4,11.33
SYNE4,5.28
ALKBH6,10.24
ZNF585A,11.94
ZNF585B,13.84
ZFP30,10.77
ZNF781,4.21
ZNF607,8.66
ZNF573,9.42
ZNF573,7.94
ECH1,16.42
HNRNPL,11.36
SARS2,9.23
FBXO17,8.44
FBXO27,9.52
LRFN1,5.81
ZNF780B,10.87
ZNF780A,11.02
CYP2A6,4.48
CYP2A7,4.31
GSK3A,12.31
ERF,10.56
CEACAM8,5.15
PSG3,6.56
PSG8,9.86
PSG6,9.53
PSG7,6.79
PSG2,5.37
PSG9,11.95
XRCC1,12.49
IRGQ,7.69
LYPD5,4.37
LYPD5,4.85
ZNF404,8.46
ZNF112,8.59
ZNF285,6.34
ZNF229,9.81
ZNF296,5.91
ERCC2,12.55
OPA3,7.61
GPR4,6.31
DMPK,8.14
DMWD,9.51
NOVA2,5.86
FAM83E,4.95
FAM83E,5.94
RPL18,15.72
CGB; CGB5,5.73
CGB1,6.05
CGB8,6.28
CGB7,5.71
NTF4,6.12
TEAD2,11.18
FUZ,5.35
PNKP,7.59
AKT1S1,10.83
NUP62; IL4I1,12.8
SIGLEC11,6.87
SYT3,7.24
SHANK1,5.99
KLK8,7.89
KLK9,6.22
ETFB,9.42
CLDND2,9.06
ZNF577,10.35
ZNF649,11.73
ZNF432,11.07
ZNF841,11.51
ZNF616,10.42
ZNF836,10.12
ZNF600,6.8
ZNF28,10.72
ZNF468,11.81
ZNF320,3.95
ZNF320,12.27
ZNF816-ZNF321P,9.63
ZNF321P,9.7
ZNF816,9.66
ZNF347,8.24
LILRB3,5.02
LILRA6,4.13
LILRB2,4.42
LILRA5,6.46
LILRA4,3.92
GP6,5.66
RDH13,7.08
RDH13,9.85
TNNI3,7.74
DNAAF3,4.45
TMEM86B,7.69
PPP6R1,11.48
COX6B2,4.38
FAM71E2,6.36
ZSCAN5A,9.04
VN1R1,7.68
ZNF772,8.64
ZNF814,11.68
ZNF417,12.56
SLC27A5,7.66
DEFB125,4.37
DEFB126,3.94
DEFB127,4.8
DEFB129,5.58
DEFB132,3.91
ZCCHC3,7.41
SOX12,6.46
NRSN2,5.63
TRIB3,10.11
RBCK1,9.71
FAM110A,6.91
SIRPA,6.88
STK35,9.31
LOC388780; RP11-128M1.1,4.68
TGM3,7.33
TGM6,9.72
TMC2,5.06
NOP56; SNORD57; SNORD56; SNORA51; SNORD110; SNORD86; MIR1292,13.7
EBF4,5.94
TMEM239; C20orf141,6.96
GNRH2,4.9
MRPS26,7.2
OXT,5.98
ITPA,9.36
ATRN,11.22
HSPA12B,6.01
CDC25B,12.01
MAVS,10.01
SMOX,10.52
PRNP,14.07
PRND,5.74
RASSF2,4.69
CDS2,10.86
C20orf196,8.48
C20orf196,5.84
CHGB,5.02
MCM8,14.14
CRLS1,11.04
BMP2,7.03
PLCB4,9.78
LAMP5,4.0
SNAP25,6.04
SLX4IP,9.67
BTBD3,12.15
SPTLC3,9.98
ISM1,5.0
NDUFAF5,10.16
MACROD2; RPS3P1,7.64
SNRPB2,14.16
OTOR,5.58
PCSK2,3.73
PCSK2,4.28
DSTN,15.46
BANF2,4.45
MGME1,12.42
PET117; CSRP2BP,8.05
ZNF133,6.85
LINC00851,7.44
POLR3F,9.75
SEC23B,12.57
SCP2D1,4.52
SLC24A3,4.53
RIN2,9.74
RIN2,5.78
NAA20,9.99
CFAP61,5.55
INSM1,6.54
KIZ,6.41
XRN2,13.8
PAX1,4.63
RPL41P1,13.81
SSTR4,4.97
NXT1,7.91
GZF1,8.96
CSTL1,3.84
CST8,4.91
SYNDIG1,5.18
CST7,6.74
ENTPD6,8.76
PYGB,10.91
GINS1,12.88
FRG1BP,10.05
DEFB115,5.51
DEFB118,5.12
DEFB123,6.4
REM1,6.46
ID1,8.39
COX4I2,5.55
TPX2,13.74
MYLK2,4.05
TTLL9,4.9
XKR7,3.47
CCM2L,6.15
HCK,5.82
TM9SF4,14.37
POFUT1; MIR1825,8.89
KIF3B,11.92
ASXL1,11.62
LOC149950; RP11-410N8.4,5.64
DNMT3B,7.99
MAPRE1,14.84
BPIFB2,4.81
BPIFB6,5.35
BPIFB3,5.3
BPIFB4,3.39
BPIFA2,3.85
BPIFA3,4.25
BPIFA1,4.15
BPIFB1,4.29
CBFA2T2,10.01
C20orf144,6.35
ACTL10,5.34
E2F1,4.84
ZNF341,5.47
CHMP4B,12.82
RALY,7.1
ITCH,11.73
DYNLRB1,13.21
MAP1LC3A,5.11
TP53INP2,6.1
ACSS2,9.06
MYH7B,4.16
PROCR,9.51
MMP24,7.95
CEP250,11.19
ERGIC3,11.81
SPAG4,6.05
ROMO1,10.88
PHF20,12.22
EPB41L1,8.72
AAR2,11.41
DLGAP4,9.43
MYL9,15.51
TLDC2,4.98
RPN2,14.79
MANBAL,12.5
SRC,9.57
NNAT,7.27
CTNNBL1,11.49
VSTM2L,6.2
RPRD1B,10.71
LBP,4.76
RALGAPB,12.55
ADIG,5.99
ARHGAP40,6.2
SLC32A1,4.11
ACTR5,7.4
PPP1R16B,9.68
PPP1R16B,7.16
FAM83D,13.15
DHX35,8.32
TOP1,11.15
PLCG1; RPL23AP81,9.21
LPIN3,7.18
SRSF6,13.13
IFT52,11.23
MYBL2,12.72
TOX2,6.28
TOX2,6.19
GDAP1L1,5.76
R3HDML,6.69
HNF4A,5.23
TTPAL,10.29
PKIG,9.0
WISP2,6.59
KCNK15,5.75
YWHAB,14.52
PABPC1L,8.47
STK4,11.69
PI3,6.57
SEMG1,5.19
SEMG2,5.75
RBPJL,6.64
PIGT,11.34
WFDC2,4.99
WFDC10A,6.75
WFDC13,5.36
SPINT4,5.06
DNTTIP1,11.01
UBE2C,11.11
SNX21,7.25
ZSWIM3,5.39
ZSWIM1,11.91
CTSA,14.65
PCIF1,9.48
